ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCLHTPO23N000000001,장소,유적지,159787,고인돌공원,,,60607,천연기념물,4615036029104520000,전라남도,순천시,송광면,우산리,452,4615036029,4615036000,,,,127.224566946899,34.9792120897893,다라748649,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000002,장소,유적지,257207,통영삼도수군통제영,,,60603,유명사적/유적지,4822010600100620000,경상남도,통영시,문화동,,62,4822010600,4822055000,482203333018,세병로,41,128.42308748837,34.8477520042383,라라843507,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000003,장소,유적지,331650,정법사,,,180301,유명사찰,2714010100200450005,대구광역시,동구,신암동,,산45-5,2714010100,2714054100,271403007005,동북로,397,128.631521535098,35.8872099570375,마마021662,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000004,장소,유적지,331657,송광사,,,180301,유명사찰,4571034025105690002,전라북도,완주군,소양면,대흥리,569-2,4571034025,4571034000,457103273038,송광수만로,255-16,127.241749442819,35.8857827159707,다마766654,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000005,장소,유적지,331737,용암사,,,180301,유명사찰,4373025032200510004,충청북도,옥천군,옥천읍,삼청리,산51-4,4373025032,4373025000,437304526184,삼청2길,400,127.564128744387,36.2595930602118,라바057069,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000006,장소,유적지,331940,흥복사,,,180301,유명사찰,4521011300102640000,전라북도,김제시,흥사동,,264,4521011300,4521051000,452104616547,승반길,103,126.906630747243,35.8290274206904,다마464593,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000007,장소,유적지,332142,금당사,,,180301,유명사찰,4572037022100390001,전라북도,진안군,마령면,동촌리,39-1,4572037022,4572037000,457203274013,마이산남로,217,127.397456481648,35.7581611597718,다마907513,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000008,장소,유적지,332172,수종사,,,180301,유명사찰,4136036024110600000,경기도,남양주시,조안면,송촌리,1060,4136036024,4136036000,413604391363,북한강로433번길,186,127.30285795496,37.5711130406654,다사825524,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000009,장소,유적지,332213,봉림사,,,180301,유명사찰,5013010400101860000,제주특별자치도,서귀포시,호근동,,186,5013010400,5013059000,501304850951,태평로205번길,87,126.539353753202,33.2508208399061,다나105736,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000010,장소,유적지,332216,신원사,,,180301,유명사찰,4415033029100080000,충청남도,공주시,계룡면,양화리,8,4415033029,4415033000,441504553744,신원사동길,1,127.183912973442,36.3351158150883,다바716153,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000011,장소,유적지,332239,귀신사,,,180301,유명사찰,4521045030100820001,전라북도,김제시,금산면,청도리,82-1,4521045030,4521045000,452104616960,청도6길,40,127.046957561735,35.7453117295376,다마590499,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000012,장소,유적지,332516,태고사,,,180301,유명사찰,4128110700100150000,경기도,고양시 덕양구,북한동,,15,4128110700,4128156000,412814000001,대서문길,406,126.978649771958,37.6455859651561,다사540608,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000013,장소,유적지,332521,태고사,,,180301,유명사찰,4471037030105120001,충청남도,금산군,진산면,행정리,512-1,4471037030,4471037000,447103257052,청림동로,440,127.32511315915,36.1344214885841,다마842930,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000014,장소,유적지,332715,광덕사,,,180301,유명사찰,4413132021106400000,충청남도,천안시 동남구,광덕면,광덕리,640,4413132021,4413132000,441314547067,광덕사길,30,127.04235858076,36.6759190289193,다바591532,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000015,장소,유적지,332782,대원사,,,180301,유명사찰,4571035025109970000,전라북도,완주군,구이면,원기리,997,4571035025,4571035000,457104619113,모악산길,243,127.095803006594,35.7325221678233,다마634485,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000016,장소,유적지,332833,안국사,,,180301,유명사찰,4573033028116020001,전라북도,무주군,적상면,괴목리,1602-1,4573033028,4573033000,457303275060,산성로,1050,127.691477732359,35.9448063675751,라마172720,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000017,장소,유적지,332990,화계사,,,180301,유명사찰,1130510300104870000,서울특별시,강북구,수유동,,487,1130510300,1130561500,113054124615,화계사길,117,127.007349611378,37.6327071620334,다사565593,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000018,장소,유적지,333010,진관사,,,180301,유명사찰,1138011400103540000,서울특별시,은평구,진관동,,354,1138011400,1138069000,113804133268,진관길,73,126.946619353372,37.6381706256597,다사511599,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000019,장소,유적지,333342,수도사,,,180301,유명사찰,4723032021103120000,경상북도,영천시,신녕면,치산리,312,4723032021,4723032000,472304730656,치산관광길,404,128.717958225336,36.0396280550056,마마097832,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000020,장소,유적지,333702,천축사,,,180301,유명사찰,1132010800200390000,서울특별시,도봉구,도봉동,,산39,1132010800,1132052100,113204127198,도봉산길,92-2,127.019338477512,37.6942518044776,다사576661,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000021,장소,유적지,334488,청룡사,,,180301,유명사찰,4155033022100280000,경기도,안성시,서운면,청용리,28,4155033022,4155033000,415504424670,청룡길,140,127.288820786623,36.9135046369766,다바811794,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000022,장소,유적지,334767,신광사,,,180301,유명사찰,4574034031100380000,전라북도,장수군,천천면,비룡리,38,4574034031,4574034000,457404628173,신광길,31,127.494526774908,35.7048989215717,다마995454,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000023,장소,유적지,334770,부석사,,,180301,유명사찰,4421032026101540001,충청남도,서산시,부석면,취평리,154-1,4421032026,4421032000,442104562311,부석사길,243,126.412416719857,36.7037187152101,다바028567,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000024,장소,유적지,334975,도선사,,,180301,유명사찰,1130510400200690000,서울특별시,강북구,우이동,,산69,1130510400,1130564500,113054862319,도선사길,278,126.989760376136,37.6552333041311,다사549618,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000025,장소,유적지,335287,망월사,,,180301,유명사찰,4115010200104130000,경기도,의정부시,호원동,,413,4115010200,4115054500,411504343125,망월로28번길,211-500,127.021393749054,37.7047580228188,다사578673,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000026,장소,유적지,335437,승가사,,,180301,유명사찰,1111018200200010000,서울특별시,종로구,구기동,,산1,1111018200,1111056000,111104100120,비봉4길,213,126.960422723424,37.6264878090065,다사523586,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000027,장소,유적지,335771,만일사,,,180301,유명사찰,4577040026103370000,전라북도,순창군,구림면,안정리,337,4577040026,4577040000,457704634201,안심길,103-134,127.117614989581,35.4861233142912,다마653212,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000028,장소,유적지,335811,천보사,,,180301,유명사찰,4136011100107970001,경기도,남양주시,별내동,,797-1,4136011100,4136057000,413603197031,불암산로,145,127.095105893475,37.6566033867458,다사642619,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000029,장소,유적지,335917,고산사,,,180301,유명사찰,3011013900100030000,대전광역시,동구,대성동,,3,3011013900,3011074000,301104292123,대전로316번길,205,127.469636953931,36.3013521344811,다바972115,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000030,장소,유적지,336085,용궁사,,,180301,유명사찰,2811014600106670000,인천광역시,중구,운남동,,667,2811014600,2811062000,281103149036,운남로,199-1,126.528019386613,37.4971948376096,다사140446,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000031,장소,유적지,336138,성불사,,,180301,유명사찰,4413111900101780008,충청남도,천안시 동남구,안서동,,178-8,4413111900,4413159000,441314547373,성불사길,144,127.197189630884,36.8282486146946,다바729700,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000032,장소,유적지,336238,사나사,,,180301,유명사찰,4183034022103020000,경기도,양평군,옥천면,용천리,302,4183034022,4183034000,418304451585,사나사길,329,127.506229666992,37.538212504338,라사005487,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000033,장소,유적지,336496,정수사,,,180301,유명사찰,2871034025104670003,인천광역시,강화군,화도면,사기리,467-3,2871034025,2871034000,287104271660,해안남로1258번길,142,126.445610070549,37.6078093636423,다사069570,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000034,장소,유적지,336610,고란사,,,180301,유명사찰,4476025031200010000,충청남도,부여군,부여읍,쌍북리,산1,4476025031,4476025000,447603259083,부소로,1-25,126.913180054506,36.2925723433366,다바473107,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000035,장소,유적지,336680,삼막사,,,180301,유명사찰,4117110200102410054,경기도,안양시 만안구,석수동,,241-54,4117110200,4117159000,411713182009,삼막로,478,126.936113606196,37.4346152169978,다사501374,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000036,장소,유적지,363558,금성관,,,60603,유명사적/유적지,4617011300101090005,전라남도,나주시,과원동,,109-5,4617011300,4617055000,461704652060,금성관길,8,126.716523151057,35.0333329975721,다라285712,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000037,장소,유적지,440548,장곡사,,,180301,유명사찰,4479032025100150000,충청남도,청양군,대치면,장곡리,15,4479032025,4479032000,447904583233,장곡길,241,126.860085511099,36.4171349988168,다바426245,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000038,장소,유적지,440550,와우정사,,,180301,유명사찰,4146111000102240001,경기도,용인시 처인구,해곡동,,224-1,4146111000,4146154000,414613205034,해곡로,25-15,127.278507238705,37.193600828071,다사803105,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000039,장소,유적지,440552,보광사,,,180301,유명사찰,4148035029100130000,경기도,파주시,광탄면,영장리,13,4148035029,4148035000,414804418308,보광로474번길,87,126.919884127821,37.7532324249012,다사488727,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000040,장소,유적지,440557,보문사,,,180301,유명사찰,2871041025106290000,인천광역시,강화군,삼산면,매음리,629,2871041025,2871041000,287104271416,삼산남로828번길,44,126.321530148122,37.6886868160025,나사960661,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000041,장소,유적지,440560,회암사,,,180301,유명사찰,4163011200100040000,경기도,양주시,회암동,,4,4163011200,4163057000,416304436483,회암사길,281,127.107774398346,37.8502386393023,다사654834,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000042,장소,유적지,440561,금산사,,,180301,유명사찰,4521045029100390000,전라북도,김제시,금산면,금산리,39,4521045029,4521045000,452104616319,모악15길,1,127.053478391537,35.7229935552911,다마596475,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000043,장소,유적지,440573,회룡사,,,180301,유명사찰,4115010200200890002,경기도,의정부시,호원동,,산89-2,4115010200,4115055500,411504343330,전좌로155번길,262,127.027561703885,37.7202891357812,다사583690,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000044,장소,유적지,440575,백장암,,,180301,유명사찰,4519046023200280000,전라북도,남원시,산내면,대정리,산28,4519046023,4519046000,451904856652,백장길,66,127.619864360307,35.4431292234733,라마108163,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000045,장소,유적지,440579,마곡사,,,180301,유명사찰,4415039029105670000,충청남도,공주시,사곡면,운암리,567,4415039029,4415039000,441503251011,마곡사로,966,127.011882084998,36.5589937290541,다바563402,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000046,장소,유적지,440580,내장사,,,180301,유명사찰,4518011900105880000,전라북도,정읍시,내장동,,588,4518011900,4518053500,451803270007,내장산로,1253,126.90165396244,35.4894141791658,다마457216,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000047,장소,유적지,440582,남고사,,,180301,유명사찰,4511112500107240000,전라북도,전주시 완산구,동서학동,,724,4511112500,4511165000,451114598065,남고산성1길,53-88,127.159067552229,35.7994222207292,다마691559,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000048,장소,유적지,440583,쌍계사,,,180301,유명사찰,4423039037100030000,충청남도,논산시,양촌면,중산리,3,4423039037,4423039000,442304565781,중산길,192,127.205868342725,36.1054978190492,다마735898,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000049,장소,유적지,440587,성곡사,,,180301,유명사찰,4415038023200020000,충청남도,공주시,우성면,방문리,산2,4415038023,4415038000,441504553633,성곡길,371,127.070557822807,36.5074281401465,다바615345,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000050,장소,유적지,440588,강천사,,,180301,유명사찰,4577035025109960000,전라북도,순창군,팔덕면,청계리,996,4577035025,4577035000,457704634007,강천산길,270,127.05557268171,35.3986143122373,다마596115,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000051,장소,유적지,440594,개암사,,,180301,유명사찰,4580039021107140000,전라북도,부안군,상서면,감교리,714,4580039021,4580039000,458003280003,개암로,248,126.649809054518,35.662865011777,다마230410,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000052,장소,유적지,440596,위봉사,,,180301,유명사찰,4571034025100210000,전라북도,완주군,소양면,대흥리,21,4571034025,4571034000,457104619313,위봉길,53,127.256791339475,35.9105000296872,다마780682,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000053,장소,유적지,440597,쌍계사,,,180301,유명사찰,4127311100110580000,경기도,안산시 단원구,대부북동,,1058,4127311100,4127361000,412733191019,대부황금로,1171,126.578573547942,37.2629587992836,다사182186,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000054,장소,유적지,440601,용주사,,,180301,유명사찰,4159012500101880000,경기도,화성시,송산동,,188,4159012500,4159057000,415903210084,용주로,136,127.005050989774,37.2122733265359,다사560127,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000055,장소,유적지,440611,신륵사,,,180301,유명사찰,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661745207091,37.2976815996495,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000056,장소,유적지,440614,수덕사,,,180301,유명사찰,4481036031100190000,충청남도,예산군,덕산면,사천리,19,4481036031,4481036000,448104589598,수덕사안길,79,126.622670227531,36.662978842513,다바215520,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000057,장소,유적지,440617,관촉사,,,180301,유명사찰,4423011100102540000,충청남도,논산시,관촉동,,254,4423011100,4423051000,442304565105,관촉로1번길,25,127.113196787809,36.1881657569806,다마652990,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000058,장소,유적지,440618,화암사,,,180301,유명사찰,4571041022110780000,전라북도,완주군,경천면,가천리,1078,4571041022,4571041000,457104619407,화암사길,271,127.286985653313,36.0663729738567,다마808855,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000059,장소,유적지,440624,망해사,,,180301,유명사찰,4521041025110050000,전라북도,김제시,진봉면,심포리,1005,4521041025,4521041000,452104616594,심포10길,94,126.71562418371,35.8596696359605,다마291628,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000060,장소,유적지,440628,보석사,,,180301,유명사찰,4471036029107110000,충청남도,금산군,남이면,석동리,711,4471036029,4471036000,447104571233,보석사1길,30,127.475820013493,36.0542914810589,다마978841,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000061,장소,유적지,440632,석굴암,,,180301,유명사찰,4713013400109990000,경상북도,경주시,진현동,,999,4713013400,4713065000,471303353115,석굴로,238,129.350481705783,35.795419626517,마마672570,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000062,장소,유적지,440634,현등사,,,180301,유명사찰,4182034528201630000,경기도,가평군,조종면,운악리,산163,4182034528,4182034500,418204448324,현등사길,34,127.331071482014,37.8706047317516,다사851856,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000063,장소,유적지,440638,개태사,,,180301,유명사찰,4423036023101070000,충청남도,논산시,연산면,천호리,107,4423036023,4423036000,442303000095,계백로,2614-11,127.229270249132,36.2410002624391,다바756048,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000064,장소,유적지,440645,용문사,,,180301,유명사찰,4183040033106180000,경기도,양평군,용문면,신점리,618,4183040033,4183040000,418303217020,용문산로,782,127.571160312086,37.5503482275544,라사062501,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000065,장소,유적지,440656,갑사,,,180301,유명사찰,4415033027100520000,충청남도,공주시,계룡면,중장리,52,4415033027,4415033000,441503251001,갑사로,567-3,127.187188472726,36.3653702957889,다바719187,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000066,장소,유적지,539117,향나무,,,60600,N,1111013000100020071,서울특별시,종로구,와룡동,,2-71,1111013000,1111061500,111103100010,율곡로,99,126.989472746942,37.5793183618896,다사549534,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000067,장소,유적지,539241,팔각정,,,60606,비/탑/문/각,4572040022202300004,전라북도,진안군,주천면,대불리,산230-4,4572040022,4572040000,,,,127.401240819961,35.978917157388,다마910758,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000068,장소,유적지,545150,법천사지,,,60603,유명사적/유적지,5113035021106660002,강원특별자치도,원주시,부론면,법천리,666-2,5113035021,5113035000,,,,127.764117889893,37.2092486584612,라사234123,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000069,장소,유적지,629310,병영성홍교,,,60603,유명사적/유적지,4681038026101820003,전라남도,강진군,병영면,성남리,182-3,4681038026,4681038000,468103293046,홍교로,547,126.811401328426,34.7212120921571,다라369365,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000070,장소,유적지,728892,연단굴,,,60603,유명사적/유적지,4380031036200010001,충청북도,단양군,대강면,직티리,산1-1,4380031036,4380031000,,,,128.345412846179,36.890244901978,라바753772,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000071,장소,유적지,750250,금강굴,,,180301,유명사찰,4889033034100520000,경상남도,합천군,가야면,치인리,52,4889033034,4889033000,488904844661,해인사길,73-34,128.091864498681,35.796191359523,라마534556,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000072,장소,유적지,815805,신명지,,,60603,유명사적/유적지,5011025339132700002,제주특별자치도,제주시,애월읍,봉성리,3270-2,5011025339,5011025300,,,,126.314623712761,33.4187895598525,나나897925,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000073,장소,유적지,1046600,순직선원위령탑,,,60606,비/탑/문/각,2620012100111480000,부산광역시,영도구,동삼동,,1148,2620012100,2620066000,262004184369,하리동길,37,129.083326318473,35.0658851695768,마라443756,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000074,장소,유적지,4901551,흥국사,,,180301,유명사찰,4136011100123310000,경기도,남양주시,별내동,,2331,4136011100,4136057000,413604391256,덕릉로1071번길,58,127.098593064964,37.6845214444563,다사646650,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000075,장소,유적지,4901693,봉선사,,,180301,유명사찰,4136025325102550000,경기도,남양주시,진접읍,부평리,255,4136025325,4136025300,413604391815,봉선사길,32,127.183786504454,37.74714286546,다사721719,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000076,장소,유적지,4930612,간월암,,,180301,유명사찰,4421032034100160011,충청남도,서산시,부석면,간월도리,16-11,4421032034,4421032000,442104562017,간월도1길,119-29,126.411161835721,36.6036699987523,다바026456,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000077,장소,유적지,4958002,불탑사,,,180301,유명사찰,5011011300106970000,제주특별자치도,제주시,삼양일동,,697,5011011300,5011061000,501104848505,원당로16길,41,126.598179645152,33.5293197106066,다다162045,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000078,장소,유적지,4995421,해인사미타원,,,180301,유명사찰,4128111700110530005,경기도,고양시 덕양구,대자동,,1053-5,4128111700,4128160000,412813192014,대양로,84-80,126.882027515139,37.6926226863866,다사455660,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000079,장소,유적지,5031000,대성사,,,180301,유명사찰,2729010100105200003,대구광역시,달서구,성당동,,520-3,2729010100,2729051500,272903147036,장기로,52,128.555331205129,35.8433759046704,라마953612,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000080,장소,유적지,5193823,갑곶돈대순교성지,,,60607,천연기념물,2871025025110000000,인천광역시,강화군,강화읍,갑곳리,1000,2871025025,2871025000,287104271691,해안동로1366번길,35,126.517415125541,37.734064400724,다사134709,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000081,장소,유적지,5311857,세병관,,,60604,국보,4822010600100620000,경상남도,통영시,문화동,,62,4822010600,4822055000,482203333018,세병로,41,128.42308748837,34.8477520042383,라라843507,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000082,장소,유적지,5496807,흥룡사,,,180301,유명사찰,4165038022100380000,경기도,포천시,이동면,도평리,38,4165038022,4165038000,416503000135,포화로,236-73,127.410341518114,38.0715651969145,다아921079,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000083,장소,유적지,5496827,연주암,,,180301,유명사찰,4129010700100850001,경기도,과천시,중앙동,,85-1,4129010700,4129051000,412904385088,자하동길,63,126.965786553825,37.441387913287,다사527381,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000084,장소,유적지,5496878,각원사,,,180301,유명사찰,4413111900101710003,충청남도,천안시 동남구,안서동,,171-3,4413111900,4413159000,441314547012,각원사길,245,127.197011901198,36.8340760435058,다바729706,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000085,장소,유적지,5496907,용봉사,,,180301,유명사찰,4480025625105100024,충청남도,홍성군,홍북읍,신경리,510-24,4480025625,4480025600,448004586339,용봉산1길,109,126.655759840404,36.6502181315404,다바245505,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000086,장소,유적지,5496914,정혜사,,,180301,유명사찰,4479036028104860000,충청남도,청양군,장평면,화산리,486,4479036028,4479036000,447904583136,상지길,165-10,126.855450655045,36.3694522222065,다바421193,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000087,장소,유적지,5496934,연화사,,,180301,유명사찰,3611036021110470000,세종특별자치시,,연서면,월하리,1047,3611036021,3611036000,361104574381,연화사길,28-1,127.279449771668,36.5923794831303,다바802438,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000088,장소,유적지,5496940,비암사,,,180301,유명사찰,3611037035100040000,세종특별자치시,,전의면,다방리,4,3611037035,3611037000,361104574223,비암사길,137,127.192100545926,36.6112156935832,다바724459,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000089,장소,유적지,5497197,탑사,,,180301,유명사찰,4572037022100080000,전라북도,진안군,마령면,동촌리,8,4572037022,4572037000,457203274013,마이산남로,367,127.411586180088,35.758626436081,다마920513,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000090,장소,유적지,5497215,팔성사,,,180301,유명사찰,4574025031112670000,전라북도,장수군,장수읍,용계리,1267,4574025031,4574025000,457403276015,비행로,1455-94,127.479417123076,35.6210552947764,다마981361,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000091,장소,유적지,5497241,문수사,,,180301,유명사찰,4579031034100480000,전라북도,고창군,고수면,은사리,48,4579031034,4579031000,457904637850,칠성길,135,126.726241638259,35.3807482356042,다마297097,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000092,장소,유적지,5497376,관음사,,,180301,유명사찰,5011011700103870000,제주특별자치도,제주시,아라일동,,387,5011011700,5011063000,501103349080,산록북로,660,126.558237732521,33.4236103586708,다나124928,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000093,장소,유적지,5497381,불갑사,,,180301,유명사찰,4687033026100080000,전라남도,영광군,불갑면,모악리,8,4687033026,4687033000,468703298024,불갑사로,450,126.54948697555,35.200882326766,다라134899,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000094,장소,유적지,5497382,백양사,,,180301,유명사찰,4688040025100260000,전라남도,장성군,북하면,약수리,26,4688040025,4688040000,468803299016,백양로,1239,126.883226049324,35.4392125816494,다마440161,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000095,장소,유적지,5497383,용흥사,,,180301,유명사찰,4671039024105740000,전라남도,담양군,월산면,용흥리,574,4671039024,4671039000,467104658286,용흥사길,442,126.889215439184,35.3408441663148,다마444051,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000096,장소,유적지,5497384,보리암,,,180301,유명사찰,4671038026200810003,전라남도,담양군,용면,월계리,산81-3,4671038026,4671038000,467104658300,월계길,37-17,126.989909811425,35.3970262738573,다마536113,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000097,장소,유적지,5497386,도림사,,,180301,유명사찰,4672025026103270000,전라남도,곡성군,곡성읍,월봉리,327,4672025026,4672025000,467203287011,도림로,175,127.257519786422,35.2672881966213,다라779968,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000098,장소,유적지,5497393,태안사,,,180301,유명사찰,4672035031100200000,전라남도,곡성군,죽곡면,원달리,20,4672035031,4672035000,467203017008,태안로,622-215,127.387139781479,35.1315854784711,다라897818,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000099,장소,유적지,5497399,관음사,,,180301,유명사찰,4672040025100020000,전라남도,곡성군,오산면,선세리,2,4672040025,4672040000,467204661163,성덕관음길,453,127.165101551335,35.2144000222578,다라695910,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000000100,장소,유적지,5497404,수도암,,,180301,유명사찰,4672037024106130000,전라남도,곡성군,옥과면,설옥리,613,4672037024,4672037000,467204661161,설옥길,81-158,127.104063605614,35.2963544330848,다마640001,20240104,KT,KC_507_LLR_HISTST_2023,20231220
